Model ID,Accuracy,Macro F1,Weighted F1,Fatal Recall,Fatal Precision,Fatal F1
csn_focal_official,0.10066321821811079,0.18391205123309157,0.09201316161634601,0.9552107728337237,0.02973147819114525,0.05766800689259047
csn_ce_weighted_official,0.40021320283602696,0.3057207527773996,0.5191831379565098,0.7447306791569087,0.03665970170761582,0.06987955116671932
early_mlp_official,0.37724739398882473,0.2682923968896435,0.4926686336314687,0.632903981264637,0.034997409997409995,0.06632715670634434
csn_ce_official,0.8817081982929464,0.3108131327152026,0.8550881705371636,0.007318501170960188,0.0748502994011976,0.013333333333333334
